FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Shane,Long,FWD,SOU,5800000,1,18,2,3.44827586206897E-07,3.10344827586207E-06,0,28127,2,5,0,0,0,0,0,3.1,929,-2,0,18,2,0.5,0,2.7,0,0,2,0,2,0.4,13338,0,0,0,0,486,405,0,0,44,Burnley,Liverpool,Everton,Man City,Bournemouth,1.3,1.2,2.1,1.3,1.9,1.7,1.5,1.5,1.5,1.3,1,2.2,2.2,1,1.6,1.5,1.8,1.4,1.8,1.3,1.6,1.4,1,1,1.4,1.8,2,1.1,30.7
Ademola,Lookman,MID,EVE,5200000,0,1,0.0333333333333333,6.41025641025641E-09,1.92307692307692E-07,0,6969,0,2,0,0,0,0,0,0.2,95,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,1061,0,0,0,0,16,33,0,0,5,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Jonas,Lossl,GLK,HUD,4600000,8,48,4.8,1.04347826086957E-06,1.04347826086957E-05,0,149176,0,13,0,27,0,0,0,10.4,2762,1,0,48,-1,1,0,4.7,4,0,4,0,1,8.5,382825,0,0,1,1,900,11923,0,0,222,West Brom,Bournemouth,Man City,Arsenal,Everton,7.2,5,5,3.5,3.9,7.1,5.5,6.8,5.6,6.4,6.6,3.6,7.2,4.9,7.1,3.3,6.5,5.2,5.2,5.2,7.2,4.3,5.2,6.1,5.5,5.9,3.9,7.2,26.4
Dejan,Lovren,DEF,LIV,5400000,0,16,2.3,4.25925925925926E-07,2.96296296296296E-06,0,66958,2,8,0,0,0,0,0,3,2291,-1,0,16,1,0.4,0,2.3,1,0,2,0,0,0.8,11766,0,0,0,0,482,54,0,0,92,West Ham,Southampton,Chelsea,Stoke,Brighton,0,2.2,2,1.2,1.4,2.2,2.9,1.3,1.2,1.8,2.1,1.3,1.8,1.2,1.3,2.2,1.5,2.9,2.7,1.2,2.3,2.2,1.2,2.5,1.4,2.4,1.5,2.8,17.8
Chris,Lowe,DEF,HUD,4500000,1,36,3.6,8E-07,8E-06,0,103123,0,8,0,0,0,0,0,8,3974,0,0,36,0,0.3,0,1.3,0,0,5,0,0,4,251056,0,0,0,0,760,4847,0,0,156,West Brom,Bournemouth,Man City,Arsenal,Everton,5,3.2,3.3,2.2,2.4,4.9,3.6,4.6,3.7,4.3,4.5,2.2,5,3.2,4.9,2,4.4,3.4,3.4,3.4,5.4,2.7,3.4,4.1,3.6,3.9,2.4,5,15.2
Matthew,Lowton,DEF,BUR,4500000,8,39,3.9,8.66666666666667E-07,8.66666666666667E-06,0,31629,0,9,0,0,0,0,0,8.7,1114,0,0,39,0,0.8,0,3.7,2,0,4,0,1,1.5,55724,0,0,0,0,900,5058,0,0,177,Southampton,Swansea,Arsenal,Bournemouth,Leicester,4.5,3.6,5.3,4,2.9,4.3,4.6,4.2,4.1,2.6,4.1,5.2,4.7,4.3,3.4,3.4,3.8,4.2,4.1,3.9,3.8,4.2,5.4,4.1,3.9,5.2,2.8,4.7,28.9
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,6,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,MUN,11600000,5,62,6.2,5.3448275862069E-07,5.3448275862069E-06,0,1024807,1,4,0,0,0,7,0,5.3,40756,1,1,62,-1,0.3,1,4,8,0,8,0,3,52,1170808,0,0,0,2,900,24272,-1,0,222,Chelsea,Newcastle,Brighton,Watford,Arsenal,6.4,9.3,9.3,8.4,4.4,7.9,9.3,6.4,6,8.6,8,6.6,9.2,6,5.8,9.3,5.7,7.2,6.4,9.3,6,7.9,5.8,9.3,6.8,9.3,6.6,8.2,106.9
Levi,Lumeka,MID,CRY,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,263,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,25,10,0,0,3,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,15,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0,0,0,0,25676,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,1.2,20416,0,0,0,0,0,200,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5100000,6,43,4.3,8.43137254901961E-07,8.43137254901961E-06,0,203441,0,14,0,0,0,1,0,8.4,5891,1,0,43,-1,0.6,0,3.3,4,0,3,0,2,7.4,419964,0,0,0,1,900,8691,0,0,223,Stoke,Man City,West Ham,Tottenham,Burnley,4.2,4.3,4.1,5,5.7,3.6,4.8,6.4,5.2,5.9,3.3,6.2,4.7,5.3,3.2,4.4,3.3,5.5,5.6,4.5,6.3,4.5,6,4.4,5.1,4.8,6.2,4.5,46
Riyad,Mahrez,MID,LEI,8400000,6,49,4.9,5.83333333333333E-07,5.83333333333333E-06,0,234458,0,13,0,0,0,1,0,5.8,4897,-1,0,49,1,1,0,8,5,0,2,0,6,4.4,249880,0,0,0,1,775,16663,0,0,158,Stoke,Man City,West Ham,Tottenham,Burnley,4.5,4.2,4.7,5.1,6.2,4.4,5.1,7,5.8,5.3,3.4,6.7,5.2,4.6,5.5,6.6,3.1,6.1,6.9,4.2,7.3,4,7,4.7,5.5,4.8,7.1,4.4,61.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,445,0,0,0,0,0,0,0,0.2,39,0,0,1,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,1,19,0,0,3,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,3,0.1,2.32558139534884E-08,6.97674418604651E-07,0,6305,0,5,0,0,0,0,0,0.7,180,-2,0,3,2,0.2,0,0.7,0,0,0,0,0,0.1,3029,0,0,0,0,138,123,0,0,33,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
Sadio,Mane,MID,LIV,9300000,0,22,0.733333333333333,7.88530465949821E-08,2.36559139784946E-06,0,1366107,1,9,0,0,0,3,0,2.4,6804,-2,0,22,2,0,0,0,0,0,2,0,0,6.6,506751,0,0,0,0,362,179,0,1,92,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,41
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0333333333333333,6.66666666666667E-09,2E-07,0,3910,0,0,0,0,0,0,0,0.2,173,0,0,1,0,0,0,0,0,0,0,0,0,0.1,3297,0,0,0,0,19,101,0,0,3,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Javier,Manquillo,DEF,NEW,4400000,2,26,3.3,7.5E-07,5.90909090909091E-06,0,45605,1,7,0,0,0,0,0,5.9,1171,-1,0,26,1,0.6,0,2.7,1,0,3,0,0,1.2,42478,0,0,0,0,720,3419,0,0,115,Bournemouth,Man Utd,Watford,West Brom,Chelsea,4,1.6,3.7,2.8,2.9,3.5,3.6,1.7,2.5,3,4.5,2.5,3.1,1.9,4.1,3.4,3.7,2.6,1.9,3.6,2.7,4.5,1.8,4.6,1.9,4.6,3.9,3.3,21.6
Solomon,March,MID,BHA,5000000,1,28,2.8,5.6E-07,5.6E-06,0,24844,1,9,0,0,0,1,0,5.6,1668,0,0,28,0,0.3,0,1.7,0,0,3,0,1,0.5,41953,0,0,0,0,692,249,0,0,104,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.8,2.6,1.4,3.2,3,1.9,1.9,2.7,1.8,2.3,1.8,3.2,1.8,2.2,2.2,3.3,1.9,3,3.4,2.7,1.4,3.1,3.1,2.1,2.1,2,2.5,1.4,38.4
Adrian,Mariappa,DEF,WAT,4000000,0,5,0.166666666666667,4.16666666666667E-08,1.25E-06,0,104433,1,13,0,0,0,0,0,1.3,4309,0,0,5,0,0.2,0,0.7,0,0,0,0,0,4,124219,0,0,0,0,450,4146,0,0,59,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.3
Dean,Marney,MID,BUR,4500000,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,12,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,8000000,6,39,1.3,1.625E-07,4.875E-06,0,145903,1,2,0,0,0,4,0,4.9,2353,0,0,39,0,0.4,0,3,1,0,2,0,2,2.4,168103,0,0,0,0,267,6932,0,0,138,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.6,1.1,0.8,0.6,0.6,0.6,1,0.6,0.6,0.9,0.7,0.7,0.8,0.6,0.6,1,0.6,0.6,0.6,1,0.6,1,0.6,0.9,0.6,1.2,0.6,0.6,50.7
Cuco,Martina,DEF,EVE,4300000,0,5,0.166666666666667,3.87596899224806E-08,1.16279069767442E-06,0,36311,1,9,0,0,0,0,0,1.2,1264,-2,0,5,2,0,0,0,0,0,0,0,0,0.5,30789,0,0,0,0,390,93,0,0,61,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,20722,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0.7,886,0,0,0,0,0,18,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.133333333333333,2.72108843537415E-08,8.16326530612245E-07,0,1620,0,11,0,0,0,0,0,0.8,34,-1,0,4,1,-0.1,0,-0.3,0,0,0,0,0,0,1314,0,0,0,0,346,13,0,0,61,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.3
Brandon,Mason,DEF,WAT,4000000,0,0,0,0,0,0,38460,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,1.2,22353,0,0,0,0,0,265,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4400000,-1,10,0.333333333333333,7.57575757575757E-08,2.27272727272727E-06,0,10281,1,7,0,0,0,0,0,2.3,457,-1,0,10,1,0.1,0,0.3,0,0,0,0,2,0.3,9053,0,0,0,0,245,132,0,0,67,Liverpool,Watford,Leicester,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.9
Juan,Mata,MID,MUN,7000000,0,27,3.4,4.85714285714286E-07,3.85714285714286E-06,0,142058,0,2,0,0,0,1,0,3.9,6563,0,0,27,0,0,0,0.3,2,0,6,0,0,2.5,110811,0,0,0,0,491,439,0,0,113,Chelsea,Newcastle,Brighton,Watford,Arsenal,2.7,4.5,3.7,2.8,1.7,2.4,4.3,2.1,2.3,3.8,3.4,3.3,3.7,2.4,2.2,4.2,2.2,3.2,2.5,4.2,2.4,4.1,1.7,4,2.9,4.7,2,2.7,37.7
Nemanja,Matic,MID,MUN,5000000,3,31,3.1,6.2E-07,6.2E-06,0,589602,0,4,0,0,0,0,0,6.2,16912,0,0,31,0,0.5,0,2.7,0,0,8,0,1,14.8,450711,0,0,0,0,900,7164,0,0,161,Chelsea,Newcastle,Brighton,Watford,Arsenal,2.4,4,3.2,2.5,1.6,2.1,3.8,1.8,2,3.3,2.9,2.9,3.3,2.1,1.9,3.7,1.9,2.7,2.2,3.7,2.1,3.6,1.6,3.5,2.5,4.1,1.7,2.3,32.8
Joel,Matip,DEF,LIV,5500000,6,30,3,5.45454545454545E-07,5.45454545454545E-06,0,99963,1,16,0,0,0,0,0,5.5,1612,0,0,30,0,0.7,0,4,1,0,4,0,0,2.4,51721,0,0,0,0,900,2896,0,0,206,West Ham,Southampton,Chelsea,Stoke,Brighton,1.9,3.3,3,1.9,2.1,3.2,4.2,2,1.5,2.8,3.2,2.1,2.7,1.8,2,3.2,2.3,4.1,3.9,1.5,3.4,2.9,1.5,3.6,2.1,3.6,2.3,4,30.9
Alfie,Mawson,DEF,SWA,5000000,1,38,3.8,7.6E-07,7.6E-06,0,30023,0,12,0,0,0,1,0,7.6,1383,0,0,38,0,1,0,5,1,0,4,0,0,1.2,28347,0,0,0,0,900,5266,0,0,200,Brighton,Burnley,Bournemouth,Chelsea,Stoke,4.6,4.4,4.1,4.6,4.2,4.8,2.9,3.3,5.3,3.4,5.6,3.6,3.7,4.6,4.8,3.2,4.2,4.4,4.7,4.3,3.6,2.9,4.4,3.6,3.4,3.3,4.2,4,28.3
Chancel,Mbemba,DEF,NEW,4000000,0,15,0.5,1.25E-07,3.75E-06,0,314702,0,5,0,0,0,0,0,3.8,16306,0,0,15,0,0,0,0,3,0,1,0,0,13,797969,0,0,0,1,408,7046,0,0,81,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,14.6
James,McArthur,MID,CRY,4400000,0,11,0.366666666666667,8.33333333333333E-08,2.5E-06,0,150171,1,7,0,0,0,0,0,2.5,5417,-1,0,11,1,0.3,0,1.3,0,0,0,0,0,2.7,67978,0,0,0,0,448,69,0,0,46,Tottenham,Everton,Stoke,Brighton,West Brom,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.6
Gareth,McAuley,DEF,WBA,4800000,1,3,0.1,2.08333333333333E-08,6.25E-07,0,69036,0,4,0,0,0,0,0,0.6,558,-2,0,3,2,0.2,0,1,0,0,0,0,0,0.7,3455,0,0,0,0,110,229,0,0,28,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
Oliver,McBurnie,FWD,SWA,4500000,1,4,0.133333333333333,2.96296296296296E-08,8.88888888888889E-07,0,85385,0,1,0,0,0,0,0,0.9,1162,0,0,4,0,0.1,0,0.3,0,0,0,0,0,1,21082,0,0,0,0,30,2640,0,0,12,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,1963,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,549,0,0,0,0,0,14,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4900000,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,15,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McClean,MID,WBA,4900000,1,9,0.3,6.12244897959184E-08,1.83673469387755E-06,0,6534,2,2,0,0,0,0,0,1.8,107,-1,0,9,1,0.1,0,0.7,0,0,2,0,0,0.1,4394,0,0,0,0,229,21,0,0,23,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.5
Sam,McQueen,DEF,SOU,4300000,0,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,3213,0,0,0,0,0,0,0,0.5,75,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,962,0,0,0,0,20,29,0,0,5,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Scott,McTominay,MID,MUN,4300000,0,0,0,0,0,0,16179,0,0,0,0,0,0,0,0,1478,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,35664,0,0,0,0,0,1245,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Mee,DEF,BUR,4500000,9,37,3.7,8.22222222222222E-07,8.22222222222222E-06,0,242210,1,9,0,0,0,0,0,8.2,3285,0,0,37,0,0.9,0,4,4,0,4,0,0,7,120837,0,0,0,1,900,7494,0,0,179,Southampton,Swansea,Arsenal,Bournemouth,Leicester,4.1,3.3,5,3.7,2.7,4,4.3,3.9,3.8,2.4,3.8,4.9,4.4,3.9,3.2,3.2,3.5,3.9,3.8,3.6,3.6,3.9,5.1,3.8,3.6,4.8,2.6,4.4,50.5
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.566666666666667,8.99470899470899E-08,2.6984126984127E-06,0,106523,2,1,0,0,0,0,0,2.7,505,-2,1,17,2,0,0,0,1,0,2,0,1,0.4,87157,0,0,0,0,298,21,-1,0,84,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3443,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,6,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,0,23,2.6,5.2E-07,4.6E-06,0,5769,2,5,0,0,0,1,0,4.6,869,0,0,23,0,0.7,0,3.3,3,0,2,0,0,0.2,13116,0,0,0,0,598,496,0,0,140,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,1.3,1.8,1.3,1.8,2.9,3.5,1.3,1.5,1.6,2.5,1.5,2.8,1.3,2.6,1.6,2.3,1.9,1.3,2.2,1.4,2.9,1.5,3.3,2.2,2.7,1.8,2.1,32.3
Per,Mertesacker,DEF,ARS,4900000,2,12,0.4,8.16326530612245E-08,2.44897959183673E-06,0,22453,0,5,0,0,0,1,0,2.4,1317,-1,0,12,1,0.8,0,4,2,0,0,0,0,0.7,21453,0,0,0,1,270,1223,0,0,61,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.8
Roque,Mesa,MID,SWA,4400000,0,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,28534,0,3,0,0,0,0,0,0.9,715,-1,0,4,1,0,0,0,0,0,0,0,0,0.5,24773,0,0,0,0,132,74,0,0,23,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Simon,Mignolet,GLK,LIV,4900000,6,31,3.4,6.93877551020408E-07,6.3265306122449E-06,0,45801,2,16,0,21,0,0,0,6.3,1144,-1,0,31,1,0.8,0,4,0,0,3,0,0,1.5,24987,0,0,1,0,810,1376,0,0,161,West Ham,Southampton,Chelsea,Stoke,Brighton,2.4,3.9,3.6,2.4,2.6,3.9,4.9,2.4,1.7,3.4,3.8,2.6,3.2,2.3,2.5,3.9,2.8,4.8,4.6,1.7,4,3.2,1.8,4.3,2.6,4.2,2.8,4.7,15.8
Luka,Milivojevic,MID,CRY,4600000,9,21,2.3,5E-07,4.56521739130435E-06,0,54654,1,18,0,0,0,1,0,4.6,404,-4,0,21,4,0.9,0,4,2,0,0,0,0,0.3,7445,0,0,0,0,649,1661,0,0,111,Tottenham,Everton,Stoke,Brighton,West Brom,1.3,2.9,2,1.2,1.2,2.4,1.4,1.3,2,2.7,1.2,1.6,2.1,1.2,1.4,2.5,2,1.6,1.8,1.6,1.3,2.3,1.7,2,1.7,2.3,1.3,2.2,28.3
James,Milner,DEF,LIV,6200000,12,23,0.766666666666667,1.23655913978495E-07,3.70967741935484E-06,0,230477,0,8,0,0,0,0,0,3.7,1100,-3,0,23,3,0.6,0,4,3,0,2,0,1,2.6,22385,0,0,0,1,422,3448,0,0,121,West Ham,Southampton,Chelsea,Stoke,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,41.9
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,13927,1,4,0,0,0,0,0,0,201,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2080,0,0,0,0,135,20,0,0,17,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6100000,1,3,0.1,1.63934426229508E-08,4.91803278688525E-07,0,101564,1,5,0,0,0,0,0,0.5,826,-4,0,3,4,0,0,0.3,0,0,0,0,0,1,6948,0,0,0,0,72,250,0,0,15,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
Aleksandar,Mitrovic,FWD,NEW,4800000,0,6,0.2,4.16666666666667E-08,1.25E-06,0,118876,0,0,0,0,0,1,0,1.3,1839,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,1,36455,0,0,0,0,30,639,0,0,27,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11
Henrikh,Mkhitaryan,MID,MUN,8100000,3,50,5,6.17283950617284E-07,6.17283950617284E-06,0,1147823,1,2,0,0,0,1,0,6.1,65012,1,1,50,-1,0.3,0,2.3,4,0,8,0,5,18.1,1551390,0,0,0,1,724,3446,-1,0,188,Chelsea,Newcastle,Brighton,Watford,Arsenal,5,7.4,6.4,5.1,3.3,4.5,7.2,4,4.3,6.5,5.9,5.3,6.4,4.5,4.2,7.1,4.1,5.6,4.6,7,4.4,6.9,2.9,6.8,5.2,7.5,3.8,5,70.5
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,24,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5600000,2,51,5.1,9.10714285714286E-07,9.10714285714286E-06,0,221140,0,13,0,0,0,2,0,9.1,22976,1,0,51,-1,0.6,0,3.3,8,0,4,0,0,11.5,523733,0,0,0,1,900,15781,0,0,263,Man City,Tottenham,Burnley,Huddersfield,Man Utd,3.1,6.9,4.4,7.6,7.1,4.8,4,7.6,7.6,4.4,4.4,6.6,4.2,7.6,3.9,6.9,4.4,6,4.4,7.1,2.8,7.4,7,3.5,7.6,2.6,7.6,4.3,49.2
